title,journal,pubmed_id,gseID
Intraclonal Plasticity In Mammary Tumors Revealed Through Large-Scale Single-Cell Resolution 3D Imaging,Cancer cell,31185217,notAvailable
Single-Cell Multi-Omic Integration Compares And Contrasts Features Of Brain Cell Identity,Cell,31178122,notAvailable
Comprehensive Integration Of Single-Cell Data,Cell,31178118,GSE128639
C,eLife,31172949,notAvailable
Individual Brain Organoids Reproducibly Form Cell Diversity Of The Human Cerebral Cortex,Nature,31168097,GSE129519
Single-Cell Activity Tracking Reveals That Orbitofrontal Neurons Acquire And Maintain A Long-Term Memory To Guide Behavioral Adaptation,Nature neuroscience,31160741,notAvailable
A Single-Cell Transcriptional Roadmap For Cardiopharyngeal Fate Diversification,Nature cell biology,31160712,GSE129074
Stromal Microenvironment Shapes The Intratumoral Architecture Of Pancreatic Cancer,Cell,31155233,GSE113616
Thermoregulation Via Temperature-Dependent Pg,Neuron,31151773,GSE126657
Identification Of Eomes-Expressing Spermatogonial Stem Cells And Their Regulation By Plzf,eLife,31149899,GSE116001
Scientists See Human Cancer In Zebrafish,Cancer discovery,31147317,notAvailable
Distinct Fibroblast Subsets Drive Inflammation And Damage In Arthritis,Nature,31142839,GSE129451_GSE129087
Benchmarking Single Cell Rna-Sequencing Analysis Pipelines Using Mixture Control Experiments,Nature methods,31133762,notAvailable
A Cellular Taxonomy Of The Bone Marrow Stroma In Homeostasis And Leukemia,Cell,31130381,GSE128423
Polychromic Reporter Mice Reveal Unappreciated Innate Lymphoid Cell Progenitor Heterogeneity And Elusive Ilc3 Progenitors In Bone Marrow,Immunity,31128961,GSE131038
Single-Cell Rna-Seq Analysis Of Retinal Development Identifies Nfi Factors As Regulating Mitotic Exit And Late-Born Cell Specification,Neuron,31128945,GSE118614
Tubular Cell And Keratinocyte Single-Cell Transcriptomics Applied To Lupus Nephritis Reveal Type I Ifn And Fibrosis Relevant Pathways,Nature immunology,31110316,notAvailable
Model-Based Understanding Of Single-Cell Crispr Screening,Nature communications,31110232,notAvailable
Direct Imaging Of The Circular Chromosome In A Live Bacterium,Nature communications,31097704,notAvailable
Single-Cell Genomics Identifies Cell Type-Specific Molecular Changes In Autism,"Science (New York, N.Y.)",31097668,notAvailable
Intein-Mediated Protein Trans-Splicing Expands Adeno-Associated Virus Transfer Capacity In The Retina,Science translational medicine,31092694,notAvailable
Molecular Recording Of Mammalian Embryogenesis,Nature,31086336,GSE122187_GSE117542
A20 Prevents Inflammasome-Dependent Arthritis By Inhibiting Macrophage Necroptosis Through Its Znf7 Ubiquitin-Binding Domain,Nature cell biology,31086261,notAvailable
Experimental And Computational Analyses Reveal That Environmental Restrictions Shape Hiv-1 Spread In 3D Cultures,Nature communications,31086185,notAvailable
Aging Human Hematopoietic Stem Cells Manifest Profound Epigenetic Reprogramming Of Enhancers That May Predispose To Leukemia,Cancer discovery,31085557,GSE121560_GSE116254_GSE106422_GSE104408_GSE104406_GSE104405_GSE104404_GSE104379
Imaging Single-Cell Blood Flow In The Smallest To Largest Vessels In The Living Retina,eLife,31084705,notAvailable
"Yap, But Not Rspo-Lgr4/5, Signaling In Biliary Epithelial Cells Promotes A Ductular Reaction In Response To Liver Injury",Cell stem cell,31080135,notAvailable
Temporal Patterning Of Apical Progenitors And Their Daughter Neurons In The Developing Neocortex,"Science (New York, N.Y.)",31073041,GSE118953
Capturing Single-Cell Heterogeneity Via Data Fusion Improves Image-Based Profiling,Nature communications,31064985,notAvailable
Defining Inflammatory Cell States In Rheumatoid Arthritis Joint Synovial Tissues By Integrating Single-Cell Transcriptomics And Mass Cytometry,Nature immunology,31061532,notAvailable
Transcription Factor Stoichiometry Drives Cell Fate: Single-Cell Proteomics To The Rescue,Cell stem cell,31051126,notAvailable
Evaluation Of Weng Et Al.: Leveraging Cell Type Correlations And Single-Cell Bioinformatics To Identify Progenitor Diversity And Lineage,Cell stem cell,31051125,notAvailable
Childhood Cerebellar Tumours Mirror Conserved Fetal Transcriptional Programs,Nature,31043743,GSE118068_GSE064415
Mechanisms Of Lymphoma Clearance Induced By High-Dose Alkylating Agents,Cancer discovery,31040105,notAvailable
Ongoing Chromosomal Instability And Karyotype Evolution In Human Colorectal Cancer Organoids,Nature genetics,31036964,notAvailable
Identification Of A Mesenchymal Progenitor Cell Hierarchy In Adipose Tissue,"Science (New York, N.Y.)",31023895,GSE128891_GSE128890_GSE128889
Long-Range Interactions Between Topologically Associating Domains Shape The Four-Dimensional Genome During Differentiation,Nature genetics,31011212,GSE109924
"Multiplexed Detection Of Proteins, Transcriptomes, Clonotypes And Crispr Perturbations In Single Cells",Nature methods,31011186,GSE126310
Prolonged Evolution Of The Memory B Cell Response Induced By A Replicating Adenovirus-Influenza H5 Vaccine,Science immunology,31004012,notAvailable
"""Cloaking"" On Time: A Cover-Up Act By Resident Tissue Macrophages",Cell,31002790,notAvailable
Visualization Of Clustered Protocadherin Neuronal Self-Recognition Complexes,Nature,30971825,notAvailable
Cistopic: Cis-Regulatory Topic Modeling On Single-Cell Atac-Seq Data,Nature methods,30962623,GSE114557
Evaluating Measures Of Association For Single-Cell Transcriptomics,Nature methods,30962620,notAvailable
Muscle Functions As A Connective Tissue And Source Of Extracellular Matrix In Planarians,Nature communications,30962434,GSE119840_GSE111764
The Emergent Landscape Of The Mouse Gut Endoderm At Single-Cell Resolution,Nature,30959515,GSE123135_GSE123124_GSE123046
Single-Cell Lineage Tracing By Endogenous Mutations Enriched In Transposase Accessible Mitochondrial Dna,eLife,30958261,GSE122578_GSE122577_GSE122576
Profiling Of Pluripotency Factors In Single Cells And Early Embryos,Cell,30955888,notAvailable
Scrublet: Computational Identification Of Cell Doublets In Single-Cell Transcriptomic Data,Cell systems,30954476,notAvailable
Doubletfinder: Doublet Detection In Single-Cell Rna Sequencing Data Using Artificial Nearest Neighbors,Cell systems,30954475,notAvailable
Defining The Developmental Program Leading To Meiosis In Maize,"Science (New York, N.Y.)",30948545,GSE121039
In Vivo Topology Converts Competition For Cell-Matrix Adhesion Into Directional Migration,Nature communications,30944331,notAvailable
Intraclonal Plasticity In Mammary Tumors Revealed Through Large-Scale Single-Cell Resolution 3D Imaging,Cancer cell,30930118,GSE120816
Phenotypic Landscape Of Schizophrenia-Associated Genes Defines Candidates And Their Shared Functions,Cell,30929901,GSE115427
A Subset Of Type I Conventional Dendritic Cells Controls Cutaneous Bacterial Infections Through Vegfα-Mediated Recruitment Of Neutrophils,Immunity,30926233,GSE129741_GSE129740_GSE129738
Slide-Seq: A Scalable Technology For Measuring Genome-Wide Expression At High Spatial Resolution,"Science (New York, N.Y.)",30923225,notAvailable
Author Correction: Spatial And Temporal Heterogeneity Of Mouse And Human Microglia At Single-Cell Resolution,Nature,30918409,notAvailable
Distinct Cortical-Thalamic-Striatal Circuits Through The Parafascicular Nucleus,Neuron,30905392,GSE128393
Escalating Threat Levels Of Bacterial Infection Can Be Discriminated By Distinct Mapk And Nf-Κb Signaling Dynamics In Single Host Cells,Cell systems,30904375,notAvailable
A Structural Change In Butyrophilin Upon Phosphoantigen Binding Underlies Phosphoantigen-Mediated Vγ9Vδ2 T Cell Activation,Immunity,30902636,notAvailable
Staged Developmental Mapping And X Chromosome Transcriptional Dynamics During Mouse Spermatogenesis,Nature communications,30890697,notAvailable
Scalable Analysis Of Cell-Type Composition From Single-Cell Transcriptomics Using Deep Recurrent Learning,Nature methods,30886411,notAvailable
Cell Composition Analysis Of Bulk Genomics Using Single-Cell Data,Nature methods,30886410,GSE117975_GSE113530
Cerebral Organoids At The Air-Liquid Interface Generate Diverse Nerve Tracts With Functional Output,Nature neuroscience,30886407,GSE124174
Visualizing Dna Folding And Rna In Embryos At Single-Cell Resolution,Nature,30886393,notAvailable
Lineage Tracing Using A Cas9-Deaminase Barcoding System Targeting Endogenous L1 Elements,Nature communications,30874552,notAvailable
Parallel Analysis Of Tri-Molecular Biosynthesis With Cell Identity And Function In Single Cells,Nature communications,30862852,notAvailable
Noninvasive Ultrasound Stimulation Of The Spleen To Treat Inflammatory Arthritis,Nature communications,30862842,GSE125316
Dynamic Molecular Changes During The First Week Of Human Life Follow A Robust Developmental Trajectory,Nature communications,30862783,GSE123070_GSE111404
Interrogation Of Human Hematopoiesis At Single-Cell And Single-Variant Resolution,Nature genetics,30858613,GSE119453
Live-Cell Phenotypic-Biomarker Microfluidic Assay For The Risk Stratification Of Cancer Patients Via Machine Learning,Nature biomedical engineering,30854249,notAvailable
Magnesium Flux Modulates Ribosomes To Increase Bacterial Survival,Cell,30853217,notAvailable
Divergent Aging Of Isogenic Yeast Cells Revealed Through Single-Cell Phenotypic Dynamics,Cell systems,30852250,notAvailable
Optimal-Transport Analysis Of Single-Cell Gene Expression Identifies Developmental Trajectories In Reprogramming,Cell,30849376,notAvailable
Evaluation Of Wu Et Al.: Strengthening Single-Cell Bioinformatic Comparisons For Improving Organoid Differentiation,Cell stem cell,30849359,notAvailable
Motion Sensing Superpixels (Moses) Is A Systematic Computational Framework To Quantify And Discover Cellular Motion Phenotypes,eLife,30803483,notAvailable
Extensive Heterogeneity And Intrinsic Variation In Spatial Genome Organization,Cell,30799036,GSE107051
Convergent Identification And Interrogation Of Tumor-Intrinsic Factors That Modulate Cancer Immunity In Vivo,Cell systems,30797773,notAvailable
Dissecting Cell Lineages: From Microscope To Kaleidoscope,Cell,30794779,notAvailable
Emerging Principles In Myelopoiesis At Homeostasis And During Infection And Inflammation,Immunity,30784577,notAvailable
Sexually Dimorphic Control Of Parenting Behavior By The Medial Amygdala,Cell,30773317,GSE124061
Single-Cell Analysis Of Diverse Pathogen Responses Defines A Molecular Roadmap For Generating Antigen-Specific Immunity,Cell systems,30772378,GSE125044
Multimodal Single-Cell Analysis Reveals Physiological Maturation In The Developing Human Neocortex,Neuron,30770253,notAvailable
Human Fetal Tnf-Α-Cytokine-Producing Cd,Immunity,30770246,notAvailable
Spatial And Temporal Heterogeneity Of Mouse And Human Microglia At Single-Cell Resolution,Nature,30760929,GSE124335_GSE120747_GSE120745_GSE120744_GSE120629
Noninvasive Monitoring Of Single-Cell Mechanics By Acoustic Scattering,Nature methods,30742041,notAvailable
Lymphocyte Innateness Defined By Transcriptional States Reflects A Balance Between Proliferation And Effector Functions,Nature communications,30737409,GSE124731
Single-Cell Analysis Reveals Fibroblast Heterogeneity And Myeloid-Derived Adipocyte Progenitors In Murine Skin Wounds,Nature communications,30737373,GSE113854_GSE113605
Establishing Cerebral Organoids As Models Of Human-Specific Brain Evolution,Cell,30735633,GSE124299
Publisher Correction: A General And Flexible Method For Signal Extraction From Single-Cell Rna-Seq Data,Nature communications,30718493,notAvailable
Scrna-Seq Reveals Distinct Stem Cell Populations That Drive Hair Cell Regeneration After Loss Of Fgf And Notch Signaling,eLife,30681411,GSE123241
Nephron Progenitor Commitment Is A Stochastic Process Influenced By Cell Migration,eLife,30676318,GSE118486
Single-Cell Rna-Seq Denoising Using A Deep Count Autoencoder,Nature communications,30674886,notAvailable
Memory Cd,Nature immunology,30664737,GSE122846
C1 Cage Detects Transcription Start Sites And Enhancer Activity At Single-Cell Resolution,Nature communications,30664627,notAvailable
A Peninsular Structure Coordinates Asynchronous Differentiation With Morphogenesis To Generate Pancreatic Islets,Cell,30661759,GSE121679_GSE121416
Cellular Cartography Of The Organ Of Corti Based On Optical Tissue Clearing And Machine Learning,eLife,30657453,notAvailable
Hedgehog Signaling Patterns The Oral-Aboral Axis Of The Mandibular Arch,eLife,30638444,GSE112837
Checkpoint Blockade Immunotherapy Induces Dynamic Changes In Pd-,Immunity,30635236,GSE122969
A Genome-Wide Framework For Mapping Gene Regulation Via Cellular Genetic Screens,Cell,30612741,GSE120861
"Dysfunctional Cd8 T Cells Form A Proliferative, Dynamically Regulated Compartment Within Human Melanoma",Cell,30595452,GSE123139
Identification Of Embryonic Neural Plate Border Stem Cells And Their Generation By Direct Reprogramming From Adult Human Blood Cells,Cell stem cell,30581079,notAvailable
Coupled Single-Cell Crispr Screening And Epigenomic Profiling Reveals Causal Gene Regulatory Networks,Cell,30580963,GSE116297_GSE116285_GSE116249_GSE116248_GSE116247_GSE101498
Neoantigen Vaccine Generates Intratumoral T Cell Responses In Phase Ib Glioblastoma Trial,Nature,30568305,notAvailable
Single-Cell And Single-Molecule Epigenomics To Uncover Genome Regulation At Unprecedented Resolution,Nature genetics,30559489,notAvailable
Human Microglia Regional Heterogeneity And Phenotypes Determined By Multiplexed Single-Cell Mass Cytometry,Nature neuroscience,30559476,notAvailable
Escherichia Coli Can Survive Stress By Noisy Growth Modulation,Nature communications,30559445,notAvailable
A Rapid And Robust Method For Single Cell Chromatin Accessibility Profiling,Nature communications,30559361,notAvailable
Successful Anti-Pd-1 Cancer Immunotherapy Requires T Cell-Dendritic Cell Crosstalk Involving The Cytokines Ifn-Γ And Il-12,Immunity,30552023,notAvailable
Single Cell Dissection Of Plasma Cell Heterogeneity In Symptomatic And Asymptomatic Myeloma,Nature medicine,30523328,GSE117156
Membrane Water For Probing Neuronal Membrane Potentials And Ionic Fluxes At The Single Cell Level,Nature communications,30538243,notAvailable
A Chromatin Integration Labelling Method Enables Epigenomic Profiling With Lower Input,Nature cell biology,30532068,GSE115047
A Systems-Level Study Reveals Regulators Of Membrane-Less Organelles In Human Cells,Molecular cell,30503769,notAvailable
Mesenchymal Precursor Cells In Adult Nerves Contribute To Mammalian Tissue Repair And Regeneration,Cell stem cell,30503141,GSE120678
Spatially And Functionally Distinct Subclasses Of Breast Cancer-Associated Fibroblasts Revealed By Single Cell Rna Sequencing,Nature communications,30514914,GSE111229
Myelodysplastic Syndrome Progression To Acute Myeloid Leukemia At The Stem Cell Level,Nature medicine,30510255,notAvailable
Inflammatory Cytokine Tnfα Promotes The Long-Term Expansion Of Primary Hepatocytes In 3D Culture,Cell,30500539,GSE120067
Single-Cell Multiomics Sequencing And Analyses Of Human Colorectal Cancer,"Science (New York, N.Y.)",30498128,GSE097693
Mechanosignalling Via Integrins Directs Fate Decisions Of Pancreatic Progenitors,Nature,30487608,notAvailable
Single-Cell Rna Sequencing Unveils An Il-10-Producing Helper Subset That Sustains Humoral Immunity During Persistent Infection,Nature communications,30487586,GSE111027_GSE111026_GSE111025
Tumour Heterogeneity And Metastasis At Single-Cell Resolution,Nature cell biology,30482943,notAvailable
Single Cell Rna-Sequencing Identifies A Metabolic Aspect Of Apoptosis In Rbf Mutant,Nature communications,30479347,GSE115476
Kdm5 Histone Demethylase Activity Links Cellular Transcriptomic Heterogeneity To Therapeutic Resistance,Cancer cell,30472020,GSE104988_GSE104987_GSE104986_GSE104985_GSE104984_GSE104983_GSE104981
Single-Cell Rna Sequencing Of Microglia Throughout The Mouse Lifespan And In The Injured Brain Reveals Complex Cell-State Changes,Immunity,30471926,GSE121654
Publisher Correction: Single-Cell Rna-Seq Reveals Cell Type-Specific Transcriptional Signatures At The Maternal-Foetal Interface During Pregnancy,Nature communications,30468158,notAvailable
Longitudinal Single-Cell Rna Sequencing Of Patient-Derived Primary Cells Reveals Drug-Induced Infidelity In Stem Cell Hierarchy,Nature communications,30467425,GSE120634_GSE117872
Defining Human Cardiac Transcription Factor Hierarchies Using Integrated Single-Cell Heterogeneity Analysis,Nature communications,30464173,GSE081585
Two Recombinant Human Monoclonal Antibodies That Protect Against Lethal Andes Hantavirus Infection In Vivo,Science translational medicine,30463919,notAvailable
Seq-Ing Out The Killers Of Mice And Men,Immunity,30462994,notAvailable
Single Cell Rna-Seq And Atac-Seq Analysis Of Cardiac Progenitor Cell Transition States And Lineage Settlement,Nature communications,30451828,notAvailable
Whole-Brain Neuronal Activity Displays Crackling Noise Dynamics,Neuron,30449656,notAvailable
Author Correction: Reference Component Analysis Of Single-Cell Transcriptomes Elucidates Cellular Heterogeneity In Human Colorectal Tumors,Nature genetics,30420650,notAvailable
Fluorometric Quantification Of Single-Cell Velocities To Investigate Cancer Metastasis,Cell systems,30414924,notAvailable
High-Resolution Ultramicroscopy Of The Developing And Adult Nervous System In Optically Cleared Drosophila Melanogaster,Nature communications,30413688,notAvailable
High-Dimensional Single-Cell Analysis Identifies Organ-Specific Signatures And Conserved Nk Cell Subsets In Humans And Mice,Immunity,30413361,GSE119562
T-All Leukemia Stem Cell 'Stemness' Is Epigenetically Controlled By The Master Regulator Spi1,eLife,30412053,GSE115356_GSE115350_GSE115346_GSE115316
Insulin Mutations Impair Beta-Cell Development In A Patient-Derived Ipsc Model Of Neonatal Diabetes,eLife,30412052,GSE115257
Dopamine Enhances Signal-To-Noise Ratio In Cortical-Brainstem Encoding Of Aversive Stimuli,Nature,30405240,notAvailable
Cdc20B Is Required For Deuterosome-Mediated Centriole Production In Multiciliated Cells,Nature communications,30405130,notAvailable
Integrating Chemical And Mechanical Signals Through Dynamic Coupling Between Cellular Protrusions And Pulsed Erk Activation,Nature communications,30405112,notAvailable
A Computational Framework To Study Sub-Cellular Rna Localization,Nature communications,30389932,notAvailable
Nan,Science immunology,30389797,GSE120909
Defining T Cell States Associated With Response To Checkpoint Immunotherapy In Melanoma,Cell,30388456,GSE120575
Shared And Distinct Transcriptomic Cell Types Across Neocortical Areas,Nature,30382198,GSE115746
Single-Cell Barcode Analysis Provides A Rapid Readout Of Cellular Signaling Pathways In Clinical Specimens,Nature communications,30382095,notAvailable
Improved Methods For Marking Active Neuron Populations,Nature communications,30361563,notAvailable
Gene Expression Variability Across Cells And Species Shapes Innate Immunity,Nature,30356220,notAvailable
Single Cell Rna Sequencing Of Human Liver Reveals Distinct Intrahepatic Macrophage Populations,Nature communications,30348985,GSE115469
High-Dimensional Analysis Delineates Myeloid And Lymphoid Compartment Remodeling During Successful Immune-Checkpoint Cancer Therapy,Cell,30343900,GSE119352
Multivariate Control Of Transcript To Protein Variability In Single Mammalian Cells,Cell systems,30342881,notAvailable
Genome Organization And Dna Accessibility Control Antigenic Variation In Trypanosomes,Nature,30333624,GSE121026_GSE120515_GSE119071_GSE118938_GSE118917_GSE118902_GSE118764_GSE118763_GSE100896_GSE100895
Mixed-Effects Association Of Single Cells Identifies An Expanded Effector Cd,Science translational medicine,30333237,notAvailable
Developmental And Functional Heterogeneity Of Monocytes,Immunity,30332628,notAvailable
Maturing,eLife,30324906,notAvailable
Transparent Danionella Translucida As A Genetically Tractable Vertebrate Brain Model,Nature methods,30323353,notAvailable
Single Cell Rna-Seq Reveals Profound Transcriptional Similarity Between Barrett'S Oesophagus And Oesophageal Submucosal Glands,Nature communications,30323168,notAvailable
Transition Between Fermentation And Respiration Determines History-Dependent Behavior In Fluctuating Carbon Sources,eLife,30299256,GSE116505_GSE116246
Geometry-Dependent Arrhythmias In Electrically Excitable Tissues,Cell systems,30292705,notAvailable
Single-Cell Transcriptomics Of 20 Mouse Organs Creates A Tabula Muris,Nature,30283141,GSE132042_GSE132040_GSE109774
Spatial Reconstruction Of Single Enterocytes Uncovers Broad Zonation Along The Intestinal Villus Axis,Cell,30270040,notAvailable
Pdgfrβ Cells Rapidly Relay Inflammatory Signal From The Circulatory System To Neurons Via Chemokine Ccl2,Neuron,30269986,GSE112436
Single-Cell Analysis Uncovers Convergence Of Cell Identities During Axolotl Limb Regeneration,"Science (New York, N.Y.)",30262634,GSE106269
Neonatally Imprinted Stromal Cell Subsets Induce Tolerogenic Dendritic Cells In Mesenteric Lymph Nodes,Nature communications,30254319,GSE116633_GSE115950_GSE106882_GSE106636_GSE079435
Lineage Dynamics Of Murine Pancreatic Development At Single-Cell Resolution,Nature communications,30254276,GSE101099
Discovery Of A Periosteal Stem Cell Mediating Intramembranous Bone Formation,Nature,30250253,GSE106237_GSE106236_GSE106235
Acquired Cancer Resistance To Combination Immunotherapy From Transcriptional Loss Of Class I Hla,Nature communications,30250229,GSE118056_GSE117988
Lc3-Associated Phagocytosis In Myeloid Cells Promotes Tumor Immune Tolerance,Cell,30245008,notAvailable
Chromatin Swelling Drives Neutrophil Extracellular Trap Release,Nature communications,30218080,notAvailable
Age Structure Landscapes Emerge From The Equilibrium Between Aging And Rejuvenation In Bacterial Populations,Nature communications,30213942,notAvailable
Transcriptional And Epigenomic Landscapes Of Cns And Non-Cns Vascular Endothelial Cells,eLife,30188322,GSE111839
Single-Cell Rna Sequencing Analysis Reveals Sequential Cell Fate Transition During Human Spermatogenesis,Cell stem cell,30174296,GSE106487
Single-Cell Genomics To Guide Human Stem Cell And Tissue Engineering,Nature methods,30171231,notAvailable
Three-Dimensional Genome Structures Of Single Diploid Human Cells,"Science (New York, N.Y.)",30166492,GSE117876_GSE117874_GSE117109
Allergic Inflammatory Memory In Human Respiratory Epithelial Progenitor Cells,Nature,30135581,notAvailable
Memory B Cells Are Reactivated In Subcapsular Proliferative Foci Of Lymph Nodes,Nature communications,30135429,GSE109984
Fitness Effects Of Altering Gene Expression Noise In,eLife,30124429,notAvailable
Human Germinal Center Transcriptional Programs Are De-Synchronized In B Cell Lymphoma,Nature immunology,30104629,GSE115795
Sequencing Diversity One Cell At A Time,Cell,30096308,notAvailable
Publisher Correction: Global Characterization Of T Cells In Non-Small-Cell Lung Cancer By Single-Cell Sequencing,Nature medicine,30093729,notAvailable
Sensory Neuron Diversity In The Inner Ear Is Shaped By Activity,Cell,30078709,GSE114997
Glycan Masking Focuses Immune Responses To The Hiv-1 Cd4-Binding Site And Enhances Elicitation Of Vrc01-Class Precursor Antibodies,Immunity,30076101,notAvailable
Multiplexed Protein Maps Link Subcellular Organization To Cellular States,"Science (New York, N.Y.)",30072512,notAvailable
Human Glioblastoma Arises From Subventricular Zone Cells With Low-Level Driver Mutations,Nature,30069053,notAvailable
Signal Percolation Within A Bacterial Community,Cell systems,30056004,notAvailable
Sensitive And Powerful Single-Cell Rna Sequencing Using Mcscrb-Seq,Nature communications,30050112,GSE103568
Mitochondrial Double-Stranded Rna Triggers Antiviral Signalling In Humans,Nature,30046113,GSE109210_GSE094957
Interferon Gene Therapy Reprograms The Leukemia Microenvironment Inducing Protective Immunity To Multiple Tumor Antigens,Nature communications,30042420,notAvailable
Dynamic Interplay Between Enhancer-Promoter Topology And Gene Activity,Nature genetics,30038397,notAvailable
Biology And Clinical Implications Of The 19Q13 Aggressive Prostate Cancer Susceptibility Locus,Cell,30033361,notAvailable
Visual Experience-Dependent Expression Of Fn14 Is Required For Retinogeniculate Refinement,Neuron,30033152,notAvailable
Identification Of Dynamic Undifferentiated Cell States Within The Male Germline,Nature communications,30026551,GSE112880_GSE107256_GSE107124_GSE094647
Publisher Correction: Single-Cell Multi-Omics Sequencing Of Human Early Embryos,Nature cell biology,30022120,notAvailable
Toward Minimal Residual Disease-Directed Therapy In Melanoma,Cell,30017245,GSE116237
Phenotype Molding Of Stromal Cells In The Lung Tumor Microenvironment,Nature medicine,29988129,notAvailable
Transcriptional Synergy As An Emergent Property Defining Cell Subpopulation Identity Enables Population Shift,Nature communications,29968757,GSE114670
Recovering Gene Interactions From Single-Cell Data Using Data Diffusion,Cell,29961576,GSE114397
Large-Scale Genetic Analysis Reveals Mammalian Mtdna Heteroplasmy Dynamics And Variance Increase Through Lifetimes And Generations,Nature communications,29950599,notAvailable
Dissecting The Mammary Gland One Cell At A Time,Nature communications,29946144,notAvailable
Linear Regression Links Transcriptomic Data And Cellular Raman Spectra,Cell systems,29936183,notAvailable
A Mixed Antagonistic/Synergistic Mirna Repression Model Enables Accurate Predictions Of Multi-Input Mirna Sensor Activity,Nature communications,29934631,notAvailable
Three-Dimensional Intact-Tissue Sequencing Of Single-Cell Transcriptional States,"Science (New York, N.Y.)",29930089,notAvailable
Stochastic Endogenous Replication Stress Causes Atr-Triggered Fluctuations In Cdk2 Activity That Dynamically Adjust Global Dna Synthesis Rates,Cell systems,29909278,notAvailable
Prospectively Isolated Tetraspani,Cell,29906446,GSE107875_GSE107874_GSE107873
Induction And Transcriptional Regulation Of The Co-Inhibitory Gene Module In T Cells,Nature,29899446,GSE113968_GSE113811_GSE113807_GSE113689_GSE113280_GSE113262_GSE113221_GSE113216_GSE113208
Identification And Characterization Of Hiv-Specific Resident Memory Cd,Science immunology,29858286,GSE110684
Cnidarian Cell Type Diversity And Regulation Revealed By Whole-Organism Single-Cell Rna-Seq,Cell,29856957,GSE095723
Tracing The Temporal-Spatial Transcriptome Landscapes Of The Human Fetal Digestive Tract Using Single-Cell Rna-Sequencing,Nature cell biology,29802404,GSE103239_GSE103154_GSE095630
Single-Cell Analysis Identifies A Cd3,Nature cell biology,29802403,notAvailable
Profiling Human Breast Epithelial Cells Using Single Cell Rna Sequencing Identifies Cell Diversity,Nature communications,29795293,GSE113198_GSE113197_GSE113196_GSE113127_GSE113099
"Principles Of Systems Biology, No. 29",Cell systems,29792823,notAvailable
S﻿Ingle-Cell Approaches To Immune Profiling,Nature,29789748,notAvailable
Mapping The Physical Network Of Cellular Interactions,Nature methods,29786092,notAvailable
Parental Haplotype-Specific Single-Cell Transcriptomics Reveal Incomplete Epigenetic Reprogramming In Human Female Germ Cells,Nature communications,29760424,GSE079280
Single-Cell Rna Sequencing Of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity,Immunity,29752062,GSE112903
Blastocyst-Like Structures Generated Solely From Stem Cells,Nature,29720634,GSE099786
Integrated Single-Cell Analysis Maps The Continuous Regulatory Landscape Of Human Hematopoietic Differentiation,Cell,29706549,GSE096811_GSE096772_GSE096771_GSE096769
Hmgb2 Loss Upon Senescence Entry Disrupts Genomic Organization And Induces Ctcf Clustering Across Cell Types,Molecular cell,29706538,GSE102090_GSE100856_GSE098448_GSE098443_GSE098440_GSE098245
Large-Scale Two-Photon Imaging Revealed Super-Sparse Population Codes In The V1 Superficial Layer Of Awake Monkeys,eLife,29697371,notAvailable
Clonal Cd,Nature medicine,29686423,GSE104490
Neuronal Atlas Of The Dorsal Horn Defines Its Architecture And Links Sensory Input To Transcriptional Cell Types,Nature neuroscience,29686262,GSE103840
Myoepithelial Cells Of Submucosal Glands Can Function As Reserve Stem Cells To Regenerate Airways After Injury,Cell stem cell,29656943,GSE111598
Intra-Tumour Diversification In Colorectal Cancer At The Single-Cell Level,Nature,29643510,notAvailable
Single-Cell Transcriptomics Of The Mouse Kidney Reveals Potential Cellular Targets Of Kidney Disease,"Science (New York, N.Y.)",29622724,GSE107585
A Robust And Tunable Mitotic Oscillator In Artificial Cells,eLife,29620527,notAvailable
Single-Cell Rna Sequencing Identifies Celltype-Specific Cis-Eqtls And Co-Expression Qtls,Nature genetics,29610479,notAvailable
Compensation Of Signal Spillover In Suspension And Imaging Mass Cytometry,Cell systems,29605184,notAvailable
"Principles Of Systems Biology, No. 27",Cell systems,29596778,notAvailable
Whole-Organism Clone Tracing Using Single-Cell Sequencing,Nature,29590089,GSE102990
Single-Cell Rna-Seq Reveals Hidden Transcriptional Variation In Malaria Parasites,eLife,29580379,notAvailable
Functional Architecture Of Reward Learning In Mushroom Body Extrinsic Neurons Of Larval Drosophila,Nature communications,29549237,notAvailable
Single-Cell Profiling Of The Developing Mouse Brain And Spinal Cord With Split-Pool Barcoding,"Science (New York, N.Y.)",29545511,GSE110823
A Single-Cell Rna-Seq Survey Of The Developmental Landscape Of The Human Prefrontal Cortex,Nature,29539641,GSE104276
Alignment Of Single-Cell Trajectories To Compare Cellular Expression Dynamics,Nature methods,29529018,notAvailable
An Accurate And Robust Imputation Method Scimpute For Single-Cell Rna-Seq Data,Nature communications,29520097,notAvailable
Single-Cell Mass Cytometry Reveals Distinct Populations Of Brain Myeloid Cells In Mouse Neuroinflammation And Neurodegeneration Models,Nature neuroscience,29507414,notAvailable
Regulated Stochasticity In A Bacterial Signaling Network Permits Tolerance To A Rapid Environmental Change,Cell,29502970,notAvailable
Assessing Inequality In Transcriptomic Data,Cell systems,29494801,notAvailable
Clonally Diverse Cd3,Nature communications,29483513,notAvailable
